objectnummer,titel,geografisch_trefwoord,qid
NG-2009-132-11,Huiskamer in dienstwoning van geneesheer Jacob Evert Wesenhagen,Suriname (Zuid-Amerika),
NG-2009-132-12,Interieur van de dienstwoning van geneesheer Jacob Evert Wesenhagen,Suriname (Zuid-Amerika),
NG-2009-132-13,"Koninginnedag 1905 op het Gouvernementsplein bij buiten-sociëteit Het Park, Paramaribo",Paramaribo (stad),
NG-2009-132-14,Een palmentuin of plantage in Suriname,Suriname (Zuid-Amerika),
NG-2009-132-15,"Een officiële bijeenkomst, ergens in Suriname",Suriname (Zuid-Amerika),
NG-2009-132-16,Bouw kabelbrug over de Surinamerivier,Suriname (Zuid-Amerika)$Surinamerivier,
NG-2009-132-17,"De 'jaja', de kinderjuffrouw van de familie Wesenhagen, de 'nenne'$Zaza, kinderjuffrouw van de familie Wesenhagen, de 'nenne'",Suriname (Zuid-Amerika),
NG-2009-132-18,Aanleg spoorweg in Suriname,Suriname (Zuid-Amerika),
NG-2009-132-19,Woonhuizen van plantagearbeiders op een plantage ergens in Suriname,Suriname (Zuid-Amerika)$Plantage Morgenstond,
NG-2009-132-20,Rivieroever in Suriname,Suriname (Zuid-Amerika),
NG-2009-132-21,Aanleg van een spoorweg bij de Sarakreek in Suriname$Familie Wesenhagen in Suriname,Suriname (Zuid-Amerika),
NG-2009-132-22,Mamadam in de Sarakreek,Suriname (Zuid-Amerika),
NG-2009-132-23,Aanleg spoorweg bij Kabelstation Zuid,Suriname (Zuid-Amerika),
NG-2009-132-24,Groepsportret van lokale Surinaamse bevolking,Suriname (Zuid-Amerika),
NG-2009-132-25,Riviergezicht met bedrijvigheid in Suriname,Suriname (Zuid-Amerika),
NG-2009-132-26,Aanleg spoorweg langs de Sarakreek in Suriname$Familie Wesenhagen in Suriname,Suriname (Zuid-Amerika),
NG-2009-132-27,Gouvernementspaleis te Paramaribo,Suriname (Zuid-Amerika)$Gouvernementspaleis,
NG-2009-132-28,"Laan met palmen, ergens in Suriname",Suriname (Zuid-Amerika),
NG-2009-132-29,"Aanleg van de spoorweg bij Dam, Suriname",Suriname (Zuid-Amerika),
NG-2009-132-30,Picknick op het strand,Suriname (Zuid-Amerika)$Surinamerivier,
NG-2009-132-31,Stadsgezicht in Suriname met spooraanleg,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2009-132-32,Hutjes in Suriname,Suriname (Zuid-Amerika),
NG-2009-132-33,"De heer Gonggrijp, werknemer van de Lawaspoorlijn",Suriname (Zuid-Amerika),
NG-2009-132-34,"Gezelschap bij rivier, Suriname",Suriname (Zuid-Amerika),
NG-2009-132-35,"Tante Jacqueline Wesenhagen met Wilhelm en Frieda Wesenhagen, kinderen van Jacob Evert Wesenhagen",Suriname (Zuid-Amerika),
NG-2009-132-36,"Dorp in Suriname, vermoedelijk Post Republiek",Suriname (Zuid-Amerika)$Republiek (Suriname),
NG-2009-132-37,Aanleg spoorweg Suriname,Suriname (Zuid-Amerika),
NG-2009-132-38,Picknick aan het strand,Suriname (Zuid-Amerika)$Surinamerivier,
NG-2009-132-39,Uitstapje met de boot,Suriname (Zuid-Amerika),
NG-2009-132-40,Jacob Evert Wesenhagen in zijn dienstwoning,Suriname (Zuid-Amerika),
NG-2009-132-41,Jacob Evert Wesenhagen voor zijn dienstwoning in het kamp bij de Maäboberg,Suriname (Zuid-Amerika)$Maäbo Heuvel,
NG-2009-132-43,Kamp van werklieden aan Lawaspoorlijn,Suriname (Zuid-Amerika),
NG-2009-132-42,Opzichter Overloon aan de Sarakreek,Suriname (Zuid-Amerika),
NG-2009-132-44,Stroomversnelling in een kreek,Suriname (Zuid-Amerika),
NG-2009-132-45,Post Republiek - Suriname,Suriname (Zuid-Amerika)$Republiek (Suriname),
NG-2009-132-46(R),"Post Republiek, Suriname",Suriname (Zuid-Amerika)$Republiek (Suriname),
NG-2009-132-46(V),Wilhelm en Frieda Wesenhagen op de veranda,Suriname (Zuid-Amerika)$Republiek (Suriname),
NG-2009-132-47,"Rivier met boot, Suriname",Suriname (Zuid-Amerika),
NG-2009-133-2,Spooraanleg - Kamp Lemmetje. km 162,Suriname (Zuid-Amerika),
NG-2009-133-3,Kabelbrug over de Surinamerivier,Suriname (Zuid-Amerika)$Surinamerivier,
NG-2009-133-4,Groeten uit Coronie,Coronie,
NG-2009-133-5,Sikakamp bij de aanleg van de spoorlijn,Suriname (Zuid-Amerika),
NG-2009-133-6,"Woning van Jacob Evert Wesenhagen te Coronie, Suriname",Coronie,
NG-2009-130-12,Plantage Clevia,Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-130-13,Het woonhuis op plantage Clevia,Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-130-14,Drie vrouwen in koto op de plantage Clevia,Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-130-15,Justus Gonggrijp samen met Anna Rühmann op plantage Clevia,Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-130-16,Het gezin Gonggrijp op plantage Clevia,Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-130-17,Verkleed gezelschap in een zaal,Suriname (Zuid-Amerika),
NG-2009-130-18,"Kinderen in motorboot, plantage Morgenstond in Suriname",Suriname (Zuid-Amerika)$Plantage Morgenstond,
NG-2009-130-19,Feest aan boord van een schip,Suriname (Zuid-Amerika),
NG-2009-130-20,Koetsje met paard in Paramaribo,Paramaribo (stad),
NG-2009-130-21,"Gezelschap op een plantage, met links Maria Gonggrijp",Suriname (Zuid-Amerika),
NG-2009-130-22,Gezelschap bij de Manjaboom op plantage Morgenstond,Suriname (Zuid-Amerika)$Plantage Morgenstond,
NG-2009-130-23,Mannengezelschap poseert tussen de palmen,Suriname (Zuid-Amerika),
NG-2009-130-24,Gezelschap aan boord van een bananenboot,Suriname (Zuid-Amerika),
NG-2009-130-25,Andries Boom en wetenschapper Constant J.J. van Hall aan tafel met Willem de knecht,Suriname (Zuid-Amerika),
NG-2009-130-26,Kokospalm op plantage Morgenstond,Suriname (Zuid-Amerika)$Plantage Morgenstond,
NG-2009-130-27,"Feestelijk gezelschap in Suriname, onder wie Maria Gonggrijp (""Poppie"")",Suriname (Zuid-Amerika),
NG-2009-130-28,Gezelschap op plantage Clevia,Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-130-29,Constant van Hall en zijn vrouw,Suriname (Zuid-Amerika),
NG-2009-130-30,Maria Gonggrijp met gezelschap in een nederzetting in Suriname$Maria Gonggrijp met gezelschap in een indianenkamp,Suriname (Zuid-Amerika),
NG-2009-130-31,Feestelijk gezelschap,Suriname (Zuid-Amerika),
NG-2009-130-32,Familie Gonggrijp met vrienden op plantage Clevia,Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-130-33,Portret van Justus Gonggrijp,Suriname (Zuid-Amerika),
NG-2009-130-34,Echtpaar Justus Gonggrijp en Anna Rühmann-Gonggrijp op plantage Clevia,Suriname (Zuid-Amerika),
NG-2009-130-35,Echtpaar Justus Gonggrijp en Anna Rühmann-Gonggrijp,Suriname (Zuid-Amerika),
NG-2009-45-31,"Zwarte Dinsdag in Paramaribo, 7 februari 1933",Paramaribo (stad),
NG-2009-45-32,"Zwarte Dinsdag in Paramaribo, 7 februari 1933",Paramaribo (stad)$Gouvernementsplein,
NG-2009-94-48,Jongetje met tropenhelm op een weggetje,Moengo,
NG-2009-94-49,Ingenieur Jetten met echtgenote en ander echtpaar,Moengo,
NG-2009-94-3,Sportveld van Moengo,Moengo,
NG-2009-94-4,Groepsfoto van de fabrieksarbeiders,Moengo,
NG-2009-94-1,Groepsfoto bij de fabriek te Moengo,Moengo,
NG-2009-94-2,Groepsfoto bij de fabriek te Moengo,Moengo,
NG-2009-94-50,Edith Jetten voor het huis,Moengo,
NG-2009-94-51,Interieur van het huis,Moengo,
NG-2009-94-52,Twee meisjes op een wip,Moengo,
NG-2009-94-53,Groep militairen op een balkon,Moengo,
NG-2009-94-54,Het echtpaar Jetten,Moengo,
NG-2009-94-55,Ingenieur Jetten met Compaan in de Edward Lewis op weg naar Moengo,Moengo,
NG-2009-94-56,Edith Jetten proostend met een oudere man en vrouw,Moengo,
NG-2009-94-57,Echtpaar Jetten in huiskamer,Moengo,
NG-2009-94-58,Ingenieur Jetten bij zijn auto,Moengo,
NG-2009-94-59,Twee vrouwen voor een auto,Moengo,
NG-2009-94-60,Edith Jetten in een auto,Moengo,
NG-2009-94-61,Edith met de huisdieren,Moengo,
NG-2009-94-62,Kinderverzorgster met kinderwagen en twee kindjes,Moengo,
NG-2009-94-63,Edith Jetten in een auto,Moengo,
NG-2009-94-64,Echtpaar Jetten bij een auto,Moengo,
NG-2009-94-65,Mary Elsbach met kinderen te Moengo,Moengo,
NG-2009-94-66,Interieur van een huis,Moengo,
NG-2009-94-67,Interieur van een huis,Moengo,
NG-2009-94-68,Interieur van een huis,Moengo,
NG-2009-94-69,Fabriek in Moengo,Moengo,
NG-2009-94-70,Fabriek te Moengo,Moengo,
NG-2009-94-71,Echtpaar Jetten in houten gebouw,Moengo,
NG-2009-94-72,Edith Jetten op bezoek in een dorp,Moengo,
NG-2009-94-73,Surinaams meisje,Moengo,
NG-2009-94-74,Groepsfoto bij dorpbezoek,Moengo,
NG-2009-94-75,Echtpaar Jetten in een dorp$Echtpaar Jetten in een inlands dorp,Moengo,
NG-2009-94-76,Vissersboten aan de Surinaamse kust,Moengo,
NG-2009-94-77,Operatie in een Surinaams ziekenhuis,Moengo,
NG-2009-94-78,Aankomst van de gouverneur van Suriname,Moengo,
NG-2009-94-44,Terrein van mijn en fabriek te Moengo,Moengo,
NG-2009-94-45,Terrein van mijn en fabriek te Moengo,Moengo,
NG-2009-94-46,Mijn en fabriek te Moengo,Moengo,
NG-2009-94-47,Hoog bezoek aan de mijn en fabriek te Moengo,Moengo,
NG-2009-94-1-1,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-79,Surinaamse vrouw met kind$Indiaanse vrouw met kind,Moengo,
NG-2009-37-9,Doortje Brouwers op plantage Rust en Werk,Suriname (Zuid-Amerika),
NG-2009-37-10,Gezelschap bij de rivier op het terrein van plantage Accaribo,Suriname (Zuid-Amerika)$Plantage Accaribo,
NG-2009-37-11,Portret van Theodoor Brouwers$Portret van planter Theodoor Brouwers,Suriname (Zuid-Amerika)$Plantage Accaribo,
NG-2009-37-12,Het echtpaar Brouwers met vrienden in een hut,Suriname (Zuid-Amerika),
NG-2009-37-13,De familie Brouwers op plantage Accaribo,Suriname (Zuid-Amerika)$Plantage Accaribo,
NG-2009-37-14,Plantage Accaribo,Suriname (Zuid-Amerika)$Plantage Accaribo,
NG-2009-37-15,Jachtgezelschap bij boom op plantage Accaribo,Suriname (Zuid-Amerika)$Plantage Accaribo,
NG-2009-37-16,Groepsportret op plantage Accaribo,Suriname (Zuid-Amerika)$Plantage Accaribo,
NG-2009-37-17,Groepsportret op plantage Accaribo,Suriname (Zuid-Amerika)$Plantage Accaribo,
NG-2009-37-18,Groepsportret bij de sluis van plantage Accaribo,Suriname (Zuid-Amerika)$Plantage Accaribo,
NG-2009-37-19,Doortje Brouwers klaar voor de jacht,Suriname (Zuid-Amerika)$Plantage Accaribo,
NG-2009-37-20,"De woning van de Javaan Asmo, de verpleger van plantage Accaribo",Suriname (Zuid-Amerika)$Plantage Accaribo,
NG-2009-37-21,Plantage Rust en Werk,Suriname (Zuid-Amerika)$Plantage Rust en Werk,
NG-2009-37-22,Doortje Brouwers in koto,Suriname (Zuid-Amerika)$Plantage Accaribo,
NG-2009-37-23,Waakhond Tommy op plantage Accaribo,Suriname (Zuid-Amerika)$Plantage Accaribo,
NG-2009-37-24,Plantage Johanna-Catharina,Suriname (Zuid-Amerika)$Plantage Johanna-Catharina,
NG-2009-37-25,Bananenbomen,Suriname (Zuid-Amerika),
NG-2008-37-1,Mevrouw de Koning in Moengo,Moengo$Albina,
NG-2008-37-3,Bezoek aan dorp nabij Moengo,Moengo$Albina,
NG-2008-37-5,Nederlandse man poseert in een dorp nabij Moengo$Blanke man poseert in inheems dorp nabij Moengo,Moengo$Albina,
NG-2008-37-6,Nederlandse en Surinaamse man maken zich klaar voor de jacht$Blanke man en Surinaamse man maken zich klaar voor de jacht,Moengo$Albina,
NG-2008-37-7,Surinaamse man in het binnenland van Suriname,Moengo$Albina,
NG-2008-37-9,Spelende Surinaamse jongetjes in het binnenland van Suriname,Moengo$Albina,
NG-2008-37-10,Vrouwen en kinderen in Moengo,Moengo$Albina,
NG-2008-37-11,Drie Europeanen poseren met een Javaans-Surinaams echtpaar$Drie blanke mensen poseren met een Surinaams-Javaans echtpaar,Moengo$Albina,
NG-2008-37-12,Surinaamse vrouwen op trap met manden,Moengo$Albina,
NG-2008-37-13,Arbeiders aan het werk op het land,Moengo$Albina,
NG-2008-37-15,Een Hindostaanse werknemer in Moengo,Moengo$Albina,
NG-2008-37-16,Meisje met lepra,Moengo$Albina,
NG-2008-37-17,Kolonel Prével uit Frans Guyana poseert samen met een vrouw,Moengo$Albina,
NG-2008-37-18,Het Leger des Heils in Suriname,Moengo$Albina,
NG-2008-37-19,Begrafenis in Moengo,Moengo$Albina,
NG-2008-37-21,Eerste steenlegging van het ziekenhuis in Moengo.,Moengo$Albina,
NG-2008-37-22,Feestelijkheden in Moengo in een tent,Moengo$Albina,
NG-2008-37-25,Gezelschap op tennisbaan in Moengo,Moengo$Albina,
NG-2008-37-26,Gezelschap bij een sluis,Moengo$Albina,
NG-2008-37-27,Feest in Moengo,Moengo$Albina,
NG-2008-37-28,Drie vrouwen badderen in de rivier,Moengo$Albina,
NG-2008-37-30,Gymnastiekdemonstratie in Moengo,Moengo$Albina,
NG-2008-37-31,Hal in Moengo,Moengo$Albina,
NG-2008-37-32,Werkzaamheden in de omgeving van Moengo,Moengo$Albina,
NG-2008-37-33,Woningen in Moengo,Moengo$Albina,
NG-2008-37-34,Kerstfeest in Moengo,Moengo$Albina,
NG-2008-37-37,Twee mannen in Moengo,Moengo$Albina,
NG-2008-37-42,Koninginedag in Albina,Moengo$Albina,
NG-2008-37-45,Groepsportret op de tennisbaan van Moengo,Moengo$Albina,
NG-2008-37-47,Arbeiders in Moengo,Moengo$Albina,
NG-2008-37-49,Power House in Moengo met werknemers,Moengo$Albina,
NG-2008-37-51,Turbines in de bauxietfabriek in Moengo,Moengo$Albina,
NG-2008-37-52,Opzichter in Moengo,Moengo$Albina,
NG-2008-37-53,Groepsportret nabij Moengo,Moengo$Albina,
NG-2008-37-54,Groepsportret,Moengo$Albina,
NG-2008-37-55,Het vervoeren van bauxiet in Moengo,Moengo$Albina,
NG-2008-37-56,Spoorlijn voor het vervoeren van bauxiet,Moengo$Albina,
NG-2008-37-57,Bauxiet wordt geladen in wagons,Moengo$Albina,
NG-2008-37-58,Bauxiet wordt met een dragline vervoert,Moengo$Albina,
NG-2008-37-59,Bauxietwinning,Moengo$Albina,
NG-2008-37-60,Waterpompen in de elektriciteitcentrale in Moengo,Moengo$Albina,
NG-2008-37-61,Uitzicht op Moengo,Moengo$Albina,
NG-2008-37-62,Sleepboot van de Surinaamsche Bauxiet Maatschappij te Moengo op de Cotticarivier,Moengo$Albina,
NG-2008-37-63,Gouvernementspaleis in Paramaribo,Gouvernementspaleis,
NG-2008-37-64,Verjaardagsfeestje in Moengo,Moengo$Albina,
NG-2008-37-65,Zwembad in Moengo,Moengo$Albina,
NG-2008-37-66,Stoomschip van de Surinaamsche Bauxiet Maatschappij,Moengo$Albina,
NG-2008-37-68,Een vluchteling uit Frans Guyana in Moengo,Moengo$Albina,
NG-2008-37-70,Verkleedpartij in Moengo,Moengo$Albina,
NG-2008-37-72,Javaanse contractarbeiders in Moengo,Moengo$Albina,
NG-2008-48-30,Bauxietwinning Suriname met arbeiders,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-33,Dagelijks leven in Moengo,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-39,"Portret van een jonge vrouw en groepsfoto van werknemers in Moengo, Suriname",Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-43,Passagiersboot op de Cottica nabij Moengo,Suriname (Zuid-Amerika)$Moengo$Albina,
NG-2009-131-1,Krakkebrug - Sectie M.,Suriname (Zuid-Amerika),
NG-2009-131-2,Krakkebrug,Suriname (Zuid-Amerika),
NG-2009-131-3,"Politiepost ""Mindrineti""",Suriname (Zuid-Amerika)$Miendrienetie Kreek,
NG-2009-131-4,Magazijn van Mr. H. Benjamins 99 van Hemert nabij post Mindrineti,Suriname (Zuid-Amerika)$Post Mindrineti,
NG-2009-131-5,Mäabo-berg 17-02-05,Suriname (Zuid-Amerika)$Maäbo Heuvel,
NG-2009-131-6,"Kamp geneesheer berg Mäabo. Op de voorgrond: Jacob Evert Wesenhagen, arts",Suriname (Zuid-Amerika)$Maäbo Heuvel,
NG-2009-131-7,Kwakoegrond Lemmetje,Suriname (Zuid-Amerika)$Kwakoegron,
NG-2009-131-8,Woning geneesheer te Mäabo-berg,Suriname (Zuid-Amerika)$Maäbo Heuvel,
NG-2009-131-9,Sectie T Kamp Geneesheer,Suriname (Zuid-Amerika),
NG-2009-131-10,Ingenieurswoning op de Mäabo-berg,Suriname (Zuid-Amerika)$Maäbo Heuvel,
NG-2009-131-11,Kamp geneesheer Sectie N (Kamp H.I.),Suriname (Zuid-Amerika),
NG-2009-131-12,Sectie S - Directiekeet met bijgebouwen,Suriname (Zuid-Amerika),
NG-2009-131-13,Ophoging (dam) in zwamp ... bij Mäabo,Suriname (Zuid-Amerika)$Maäbo Heuvel,
NG-2009-131-14,Sectie S - Directiekeet (binnenkamer),Suriname (Zuid-Amerika),
NG-2009-131-15,Sectie S - piket 50,Suriname (Zuid-Amerika),
NG-2009-131-16,Sectie S - piket 58 arbeiders bezig zand te graven,Suriname (Zuid-Amerika),
NG-2009-131-17,Kamp langs Lawaspoorlijn,Suriname (Zuid-Amerika),
NG-2009-131-18,Brug Wittewaterkreek,Suriname (Zuid-Amerika),
NG-2009-131-20,Sectie S - bosch bij piket 90,Suriname (Zuid-Amerika),
NG-2009-131-21,Afspuiten van den Mäabo-berg,Suriname (Zuid-Amerika),
NG-2009-131-22,"Sectie T. Hijwerk, brug Wittewaterkreek",Suriname (Zuid-Amerika),
NG-2009-131-25,Rivierlandschap,Suriname (Zuid-Amerika),
NG-2009-131-26,Sectie M - woning chef,Suriname (Zuid-Amerika),
NG-2009-131-27,Kamp geneesheer Sectie W - Kamp T - K.M. 100,Suriname (Zuid-Amerika),
NG-2009-131-28,Brugbouw Wittewaterkreek - K.M. 100,Suriname (Zuid-Amerika),
NG-2009-131-31,"Baan bij K.M. 100 - richting ""Kwakoegron"" (N)",Suriname (Zuid-Amerika)$Kwakoegron,
NG-2009-131-23,Gugana goud placer / arbeiders aan het graven,Suriname (Zuid-Amerika),
NG-2009-131-24,Opzichterswoning / Brugbouw Wittewaterkreek,Suriname (Zuid-Amerika),
NG-2009-131-29,Trein bij stationnetje,Suriname (Zuid-Amerika),
NG-2009-131-30,Bocht in het spoor,Suriname (Zuid-Amerika),
NG-2009-131-32,"Baan bij K.M. 100 - richting ""de Jong"" (Z.)",Suriname (Zuid-Amerika),
NG-2009-131-33,De Mäaboberg bij de bocht,Suriname (Zuid-Amerika)$Maäbo Heuvel,
NG-2009-131-34,De Mäabo-berg met de zandtrein,Suriname (Zuid-Amerika)$Maäbo Heuvel,
NG-2009-131-35,Kabeltoren Noord,Suriname (Zuid-Amerika)$Surinamerivier,
NG-2009-131-36,Kabeltoren Zuid,Suriname (Zuid-Amerika)$Surinamerivier,
NG-2009-131-37,"Woning (muskietenvrij) van de Ingenieurs en geneesheer van de K.S. te ""Kabelstation"" Noord",Suriname (Zuid-Amerika),
NG-2009-131-38,"Muskietenvrije woning op ""Sikakamp""",Suriname (Zuid-Amerika),
NG-2009-131-39,Kabeltoren Noord,Suriname (Zuid-Amerika),
NG-2009-131-40,Kabeltoren Zuid,Suriname (Zuid-Amerika),
NG-2009-131-41,De kabelbrug in zijn geheel,Suriname (Zuid-Amerika),
NG-2009-131-42,Rotsblokken in de Surinamerivier bij Kabelstation (zuid-toren),Suriname (Zuid-Amerika),
NG-2009-131-43,Sikakamp - gezien van Paramaribo naar Dam,Suriname (Zuid-Amerika),
NG-2009-131-44,Sikakamp gezien van Dam naar Paramaribo,Suriname (Zuid-Amerika),
NG-2009-131-45,Kamp Lemmetje,Suriname (Zuid-Amerika),
NG-2009-131-46,Kamp Gégé,Suriname (Zuid-Amerika),
NG-2009-131-47,Kabelstation Noord van uit den toren gezien (Noord-toren),Suriname (Zuid-Amerika),
NG-2009-131-48,Panorama van uit den Noord-toren (bergen in de verte),Suriname (Zuid-Amerika),
NG-2009-131-49,Kabelbrug over de Surinamerivier,Suriname (Zuid-Amerika)$Surinamerivier,
NG-2009-131-50,Kooi waarin passagiers m/d kabel worden overgebracht / Een tochtje over de Surinamerivier,Suriname (Zuid-Amerika)$Surinamerivier,
NG-2009-131-51,Overbrengen van een heilocmobiel,Suriname (Zuid-Amerika)$Surinamerivier,
NG-2009-131-52,Spooraanleg - Baan van Dam uit richting Paramaribo,Suriname (Zuid-Amerika),
NG-2009-131-53,"Tapir, geschoten den 23de Nov. 1910 vlak bij Ganzee",Suriname (Zuid-Amerika)$Gansee,
NG-2009-131-54,Marronkinderen van het dorp Gansee bij de ontvangst van de onderwijsinspecteur$Boschnegerkinderen van Ganzee in feestdos ter ontvangst van den inspecteur v/h onderwijs op 23 Nov. 1910,Suriname (Zuid-Amerika)$Gansee,
NG-2009-137-1,Werklozendemonstratie in Paramaribo in 1931,Paramaribo (stad),
NG-2009-137-2,Theodoor Brouwers,Suriname (Zuid-Amerika),
NG-2009-45-22-A,"Plantage-eigenaar Theodoor Brouwers met vriend in woud, plantage Accaribo te Suriname",Suriname (Zuid-Amerika)$Plantage Accaribo,
NG-2009-140-1,Wisselbrief ‘Opheffing der slavernij’,Suriname (Zuid-Amerika),
NG-2009-141-1,De dames Curiel aan het werk bij het Gouvernementspaleis in Paramaribo,Paramaribo (stad)$Gouvernementspaleis,
NG-2009-141-2,Portret van een vrouw in koto,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2009-141-3,"Opening van de Lawaspoorweg in Paramaribo, 1905",Paramaribo (stad),
NG-2009-141-4,Eerste trein in Paramaribo,Paramaribo (stad),
NG-2009-141-5,Aanleg van gasbuizen in Paramaribo,Paramaribo (stad),
NG-2009-141-6,Gonggrijpstraat in Paramaribo,Paramaribo (stad),
NG-2009-141-7,Feest ter gelegenheid van de spoorlijn,Paramaribo (stad),
NG-2009-141-8,Straatbeeld in Paramaribo,Paramaribo (stad),
NG-2009-141-9,Brug bij de Gonggrijpstraat in Paramaribo,Paramaribo (stad),
NG-2009-141-10,"Surinaams gezelschap op de trap van het Koloniaal Instituut in Amsterdam, 1940",Amsterdam$Koninklijk Instituut voor de Tropen$Suriname (Zuid-Amerika),
NG-2009-141-11,Surinaams gezelschap in Krasnapolsky in Amsterdam,Amsterdam$Grand Hotel Krasnapolsky$Suriname (Zuid-Amerika),
NG-2009-94-1-2,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-1-3,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-1-4,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-1-5,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-2-1,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-2-2,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-2-3,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-2-4,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-2-5,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-3-1,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-3-2,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-3-3,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-3-4,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-4-1,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-4-2,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-4-3,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-4-4,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-4-5,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-5-1,Drie vrouwen met parasols,Moengo,
NG-2009-94-5-2,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-6-1,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-6-2,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-6-3,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-6-4,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-7-1,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-7-2,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-7-3,Familiefoto van de kinderen Jetten,Moengo,
NG-2009-94-7-4,Familiefoto van het gezin Jetten,Moengo,
NG-2009-94-8-1,Familiefoto van het gezin Jetten,Moengo,
NG-2009-94-8-2,Familiefoto van het gezin Jetten,Moengo,
NG-2009-94-8-3,Familiefoto van het gezin Jetten,Moengo,
NG-2009-94-8-4,Familiefoto van het gezin Jetten,Moengo,
NG-2009-94-8-5,Familiefoto van het gezin Jetten,Moengo,
NG-2009-94-9-1,Familiefoto van het gezin Jetten,Moengo,
NG-2009-94-9-3,Familiefoto van het gezin Jetten,Moengo,
NG-2009-94-9-4,Familiefoto van het gezin Jetten,Moengo,
NG-2009-94-9-2,Familiefoto van het gezin Jetten,Moengo,
NG-2009-94-10-1,Familiefoto van het gezin Jetten,Moengo,
NG-2009-94-10-2,Familiefoto van het gezin Jetten,Moengo,
NG-2009-94-10-3,Familiefoto van het gezin Jetten,Moengo,
NG-2009-94-11A-1,Mijn en fabriek in Moengo,Moengo,
NG-2009-94-11A-2,Mijn en fabriek in Moengo,Moengo,
NG-2009-94-11A-3,Mijn en fabriek in Moengo,Moengo,
NG-2009-94-11A-4,Mijn en fabriek in Moengo,Moengo,
NG-2009-94-12A-1,Mijn en fabriek in Moengo,Moengo,
NG-2009-94-12A-2,Mijn en fabriek in Moengo,Moengo,
NG-2009-94-12A-3,Mijn en fabriek in Moengo,Moengo,
NG-2009-94-12A-4,Mijn en fabriek in Moengo,Moengo,
NG-2009-94-13-1,Mijn en fabriek in Moengo,Moengo,
NG-2009-94-13-2,Mijn en fabriek in Moengo,Moengo,
NG-2009-94-13-3,Mijn en fabriek in Moengo,Moengo,
NG-2009-94-13-4,Mijn en fabriek in Moengo,Moengo,
NG-2009-94-14-1,Mijn en fabriek in Moengo,Moengo,
NG-2009-94-14-2,Mijn en fabriek in Moengo,Moengo,
NG-2009-94-14-3,Gezelschap aan boord van een schip,Moengo,
NG-2009-94-14-4,Schip op de rivier bij Moengo,Moengo,
NG-2009-94-15-1,Mijn en fabriek te Moengo,Moengo,
NG-2009-94-15-2,Mijn en fabriek te Moengo,Moengo,
NG-2009-94-15-3,Mijn en fabriek te Moengo,Moengo,
NG-2009-94-15-4,Mijn en fabriek te Moengo,Moengo,
NG-2009-94-16-1,Mijn en fabriek te Moengo,Moengo,
NG-2009-94-16-3,Mijn en fabriek te Moengo,Moengo,
NG-2009-94-16-4,Mijn en fabriek te Moengo,Moengo,
NG-2009-94-16-2,Mijn en fabriek te Moengo,Moengo,
NG-2009-94-17-1,Weg met woningen te Moengo,Moengo,
NG-2009-94-17-2,Terrein met houtopslag te Moengo,Moengo,
NG-2009-94-18-1,Terrein met woningen te Moengo,Moengo,
NG-2009-94-18-2,Echtpaar Jetten in een auto,Moengo,
NG-2009-94-19-1,Woning te Moengo,Moengo,
